asset_id,relative_path,asset_name,asset_type,scientific_role,classification,source_workspace_path,source_git_branch,source_git_commit,generating_script,generation_command,config_file,input_assets,output_assets,random_seed,data_source,license_or_access_condition,dimensions_or_row_count,checksum_sha256,last_verified_date,verification_method,associated_claim_ids,associated_table_ids,associated_figure_ids,limitations,migration_decision
A0001,CLAIM_EVIDENCE_MAP.csv,CLAIM_EVIDENCE_MAP.csv,csv,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/CLAIM_EVIDENCE_MAP.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,4,47b4e8d46b04ebc864d85ba40e22cf13c0dbdb9e9e067d91da656ed2b543b1ed,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0042,code/utilities/src/__pycache__/cvar_optimizer.cpython-39.pyc,cvar_optimizer.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/cvar_optimizer.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,8362 bytes,045852dc4ab6fd6324b23bbcb8116519550dcf09d478f8e85c0282dfe7c67420,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0043,code/utilities/src/__pycache__/empirical_data.cpython-311.pyc,empirical_data.cpython-311.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/empirical_data.cpython-311.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,58365 bytes,2b64758c60aaf67efe625f60e8a9574a36c2dd7d8ab37d9172e55078a1334dd3,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0044,code/utilities/src/__pycache__/empirical_data.cpython-314.pyc,empirical_data.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/empirical_data.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,59802 bytes,78f0b0938f96ae3776949a3c02bb8a978bcbdbdc505c5cf9bccdde19de0a5744,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0045,code/utilities/src/__pycache__/empirical_data.cpython-39.pyc,empirical_data.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/empirical_data.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,29926 bytes,3345f0ca31dd78aea860cfc8776469d6a858df72232cb6bddfd2184e36e12be3,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0046,code/utilities/src/__pycache__/empirical_dependence.cpython-311.pyc,empirical_dependence.cpython-311.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/empirical_dependence.cpython-311.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,11395 bytes,926f7aa22370b3afba279f75897cd04d7faa456ab54a1cfd8f4d93b17c233225,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0047,code/utilities/src/__pycache__/empirical_dependence.cpython-314.pyc,empirical_dependence.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/empirical_dependence.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,11458 bytes,cffc0752eacec7a7681549c318c87067c8efeab477739482e09bb3d6649ceb10,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0048,code/utilities/src/__pycache__/empirical_dependence.cpython-39.pyc,empirical_dependence.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/empirical_dependence.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,6295 bytes,92ae028e09c3db85e20668110ebec433d5b2d726b7daa194bbad5b407f3ae005,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0049,code/utilities/src/__pycache__/empirical_scenarios.cpython-311.pyc,empirical_scenarios.cpython-311.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/empirical_scenarios.cpython-311.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,20260703,historical Git workspace,Repository-owned code/provenance; license not supplied,5748 bytes,bb35c1177366970b3117e7ca8939a7f0ebe8759c3dbb8feb76b69191ca67d7ea,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0050,code/utilities/src/__pycache__/empirical_scenarios.cpython-314.pyc,empirical_scenarios.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/empirical_scenarios.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,20260703,historical Git workspace,Repository-owned code/provenance; license not supplied,5639 bytes,97eda0b9d3fc005197c493ec31bfeab8390c62d9841392994f518e8234210807,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0051,code/utilities/src/__pycache__/empirical_scenarios.cpython-39.pyc,empirical_scenarios.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/empirical_scenarios.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,20260703,historical Git workspace,Repository-owned code/provenance; license not supplied,2981 bytes,e46abdcf09ccda13bff0d5a14e5a995bcabcaf04235d579fdc4c3366808dc0fc,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0052,code/utilities/src/__pycache__/empirical_validation.cpython-311.pyc,empirical_validation.cpython-311.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/empirical_validation.cpython-311.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,32282 bytes,52d1fc81c5e443216f0a10444c53711893dc6ffc48bbf44b8ccbde394a693fe8,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0053,code/utilities/src/__pycache__/empirical_validation.cpython-314.pyc,empirical_validation.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/empirical_validation.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,30944 bytes,22356c32a716c03522ab7cb670e6524f1e6b377c7db135309a65f199c5cf35cd,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0054,code/utilities/src/__pycache__/empirical_validation.cpython-39.pyc,empirical_validation.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/empirical_validation.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,14518 bytes,c558639d738304ad451258f9b8e43c348bf1fe3b118e6992a0a248feccc04823,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0055,code/utilities/src/__pycache__/evaluation.cpython-311.pyc,evaluation.cpython-311.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/evaluation.cpython-311.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,7374 bytes,0eb72ad701bcd3a2c68102cb048273ffc6f483689832f4c6cc7161785967cf67,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0056,code/utilities/src/__pycache__/evaluation.cpython-314.pyc,evaluation.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/evaluation.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,7632 bytes,6984804663a103af330939c2a3446ac399568893568c065a234ca9a742e181be,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0057,code/utilities/src/__pycache__/evaluation.cpython-39.pyc,evaluation.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/evaluation.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,3700 bytes,3f3ccfe22ed531c948f478bdfc4f6cbbe6938385f57d23752e0dc04ac95dd3cd,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0058,code/utilities/src/__pycache__/information_flexibility.cpython-314.pyc,information_flexibility.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/information_flexibility.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,6616 bytes,4ebe27a26054d063f12c6e58beffc59f1a1ec0175441036abddf3fb926d11dc0,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0059,code/utilities/src/__pycache__/information_flexibility.cpython-39.pyc,information_flexibility.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/information_flexibility.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,3637 bytes,b625181f57aea069dd9a7cd09e86db1c082e51ca93cd3ad1116c9748969f1209,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0060,code/utilities/src/__pycache__/numerical_tolerances.cpython-314.pyc,numerical_tolerances.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/numerical_tolerances.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,6214 bytes,4e4be319e49bc9b0162cc1d5219945df8c22344d728f4b852c7b67f7e71ebcae,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0061,code/utilities/src/__pycache__/numerical_tolerances.cpython-39.pyc,numerical_tolerances.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/numerical_tolerances.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,3261 bytes,07de506571f5e41a7b1b39f498171fc206fe0f569fb3a9073b6c066fadfa35b8,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0062,code/utilities/src/__pycache__/optimal_set_audit.cpython-314.pyc,optimal_set_audit.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/optimal_set_audit.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,11189 bytes,2fccd40f9d7df627977fb17ecbaf11dd023e193f2292ea46c188482259964a63,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0063,code/utilities/src/__pycache__/optimal_set_audit.cpython-39.pyc,optimal_set_audit.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/optimal_set_audit.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,5800 bytes,0305d5029e023322f2f16c5a485bdf485433eb5427ad2199bb0d48d44f1e2aea,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0064,code/utilities/src/__pycache__/plotting.cpython-314.pyc,plotting.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/plotting.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,19860 bytes,1955825d75f3f2685c035e7315caddc66d4a84b8695610daf16e60e3b0af70f8,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0065,code/utilities/src/__pycache__/plotting.cpython-39.pyc,plotting.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/plotting.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,10879 bytes,836086a18df7fbd84ba3d5cc5794e55dac304d8b58ccbd0e336016b6172d93f1,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0066,code/utilities/src/__pycache__/publication_tables.cpython-314.pyc,publication_tables.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/publication_tables.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,47323 bytes,91373acc46523fe8f3b177cfc1b774da1c26d3a177472c372450552f5e7232a1,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0067,code/utilities/src/__pycache__/publication_tables.cpython-39.pyc,publication_tables.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/publication_tables.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,31394 bytes,5de367b5c9d1b34c4e64523d4e031cae440890d56b14500ecacc901b8f16e65e,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0068,code/utilities/src/__pycache__/robustness.cpython-311.pyc,robustness.cpython-311.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/robustness.cpython-311.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,11153 bytes,2a0aa4ee8d6a203a2fe0be2f40a696e62e64f20eac503a243334d1ce28081332,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0069,code/utilities/src/__pycache__/robustness.cpython-314.pyc,robustness.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/robustness.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,10563 bytes,04adf679a1fbad14ae9aaab69d73f81feb93f450e44153c4f69226f76c36b7c5,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0070,code/utilities/src/__pycache__/robustness.cpython-39.pyc,robustness.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/robustness.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,5771 bytes,0aa0bbb9ba01352aac2a233bf3ea164216d8ec126e76cc9d0e7139576f475a21,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0071,code/utilities/src/__pycache__/scenario_generation.cpython-311.pyc,scenario_generation.cpython-311.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/scenario_generation.cpython-311.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,20260703,historical Git workspace,Repository-owned code/provenance; license not supplied,7972 bytes,5c22d49bd6b5264c32b49f642bdc09a0f00a8f021be3378e915ba8496d35efa4,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0072,code/utilities/src/__pycache__/scenario_generation.cpython-314.pyc,scenario_generation.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/scenario_generation.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,20260703,historical Git workspace,Repository-owned code/provenance; license not supplied,7977 bytes,fb0fba8131084620a4e6a9216f0c4fba1637bc7b3245fc5263425696d77b95db,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0073,code/utilities/src/__pycache__/scenario_generation.cpython-39.pyc,scenario_generation.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/scenario_generation.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,20260703,historical Git workspace,Repository-owned code/provenance; license not supplied,4546 bytes,d506eced26802834e1e9573e9df9084f6f9529769d213961cfdef21165fc5319,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0074,code/utilities/src/__pycache__/stress_calibration.cpython-314.pyc,stress_calibration.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/stress_calibration.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,37727 bytes,583739cd8c1e48776a174ac5a2ba410a0020a7736c80c525873f45ec7ae8043f,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0075,code/utilities/src/__pycache__/stress_calibration.cpython-39.pyc,stress_calibration.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/stress_calibration.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,17525 bytes,cad81fdd86c9b1ab5a63be79e58fe082cb1e1cdbeefa80d458ecf1439832fbc0,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0076,code/utilities/src/__pycache__/suitability.cpython-311.pyc,suitability.cpython-311.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/suitability.cpython-311.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,6104 bytes,977d7dbb0f95506555d2ce87e1f0bceba874e5c758ed681788d07015f0fa60ca,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0077,code/utilities/src/__pycache__/suitability.cpython-314.pyc,suitability.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/suitability.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,6049 bytes,9359d4b1d136bb208323cf22d25a338d97b168501b573cc0d7d9444c473117e5,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0078,code/utilities/src/__pycache__/suitability.cpython-39.pyc,suitability.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/suitability.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,2980 bytes,af2393d6c286a242b5093c2e5481e11e84e19d257f67a2380cddc3eca0a4d6b7,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0079,code/utilities/src/__pycache__/supervisor_final_audit.cpython-314.pyc,supervisor_final_audit.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/supervisor_final_audit.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,52956 bytes,b3057646359518a7fd5dcc5c6665fb233e3cebffbe4cf8b99f0f4222f798135b,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0080,code/utilities/src/__pycache__/supervisor_final_audit.cpython-39.pyc,supervisor_final_audit.cpython-39.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/supervisor_final_audit.cpython-39.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,25957 bytes,b170f1e68d4ffd27c493370105b85391b201f5ec10bc8feb0ec470ac0b36591d,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0081,code/utilities/src/__pycache__/table_export.cpython-314.pyc,table_export.cpython-314.pyc,pyc,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/src/__pycache__/table_export.cpython-314.pyc,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,4124 bytes,6cf9faa9ef8425517b99d7306752de29c99cd7633f61e41ca6e2ac12126d1b6e,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
